"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"07/28/2019",16:36:00,"QUEENS",11385,40.70089,-73.89336,"(40.70089, -73.89336)","62 STREET","MYRTLE AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4179564,"Sedan",NA,NA,NA,NA
"07/31/2019",05:08:00,"BROOKLYN",11207,40.675632,-73.89878,"(40.675632, -73.89878)","ATLANTIC AVENUE","GEORGIA AVENUE",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unspecified","Unspecified","Unspecified",NA,4180307,"Sedan","Pick-up Truck","Sedan","Dump","back"
"08/10/2019",21:07:00,"MANHATTAN",10011,40.738045,-73.996346,"(40.738045, -73.996346)","AVENUE OF THE AMERICAS","WEST 15 STREET",NA,1,1,1,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4188207,"Pick-up Truck",NA,NA,NA,NA
"07/25/2019",04:58:00,"QUEENS",11421,40.689842,-73.850075,"(40.689842, -73.850075)","WOODHAVEN BOULEVARD","91 AVENUE",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,4176747,"Sedan",NA,NA,NA,NA
"07/07/2019",12:59:00,"MANHATTAN",10027,40.812103,-73.94976,"(40.812103, -73.94976)","8 AVENUE","WEST 128 STREET",NA,2,1,0,1,0,0,2,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified",NA,4166418,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Sedan",NA
"07/19/2019",15:32:00,"MANHATTAN",10025,40.79656,-73.97226,"(40.79656, -73.97226)","WEST END AVENUE","WEST 98 STREET",NA,1,1,1,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4175135,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/27/2019",06:53:00,"BROOKLYN",11234,40.62356,-73.927376,"(40.62356, -73.927376)","AVENUE L","UTICA AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4161613,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"07/08/2019",09:10:00,"BROOKLYN",11218,40.646378,-73.97085,"(40.646378, -73.97085)","CHURCH AVENUE","CONEY ISLAND AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4166853,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"06/27/2019",20:59:00,"BROOKLYN",11212,40.667027,-73.911026,"(40.667027, -73.911026)","CHESTER STREET","SUTTER AVENUE",NA,1,1,0,0,0,1,1,0,"Driver Inattention/Distraction","Traffic Control Disregarded",NA,NA,NA,4163415,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
"07/01/2019",12:23:00,"BROOKLYN",11206,40.70621,-73.939606,"(40.70621, -73.939606)","BOERUM STREET","BUSHWICK AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,4163168,"Concrete Mixer","Bike",NA,NA,NA
"07/16/2019",23:51:00,"BROOKLYN",11236,40.640373,-73.89702,"(40.640373, -73.89702)","ROCKAWAY PARKWAY","AVENUE K",NA,2,1,0,0,0,0,2,1,"Unspecified","Unspecified",NA,NA,NA,4171661,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"06/27/2019",00:02:00,"BROOKLYN",11218,40.64437,-73.9757,"(40.64437, -73.9757)","CHURCH AVENUE","EAST 5 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4162733,"Sedan",NA,NA,NA,NA
"06/24/2019",20:00:00,"BROOKLYN",11236,40.64165,-73.90378,"(40.64165, -73.90378)","FLATLANDS AVENUE","EAST 93 STREET",NA,0,1,0,0,0,0,0,1,"Turning Improperly","Driver Inexperience",NA,NA,NA,4158497,"Motorcycle","Sedan",NA,NA,NA
"06/09/2019",15:59:00,"BROOKLYN",11228,40.605213,-74.012375,"(40.605213, -74.012375)","CROPSEY AVENUE","16 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4148772,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/20/2019",21:39:00,"BROOKLYN",11233,40.67101,-73.92239,"(40.67101, -73.92239)","RALPH AVENUE","STERLING PLACE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4156479,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/16/2019",04:55:00,"BRONX",10455,40.811428,-73.90091,"(40.811428, -73.90091)","BRUCKNER BOULEVARD","AUSTIN PLACE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4153288,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"05/28/2019",00:43:00,"BROOKLYN",11226,40.656082,-73.95306,"(40.656082, -73.95306)","ROGERS AVENUE","PARKSIDE AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inexperience",NA,NA,NA,NA,4140593,"Motorcycle",NA,NA,NA,NA
"06/02/2019",02:34:00,"QUEENS",11411,40.701443,-73.74134,"(40.701443, -73.74134)","SPRINGFIELD BOULEVARD","114 ROAD",NA,3,1,0,0,0,0,3,1,"Unspecified","Unspecified",NA,NA,NA,4143519,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
"06/08/2019",00:07:00,"BROOKLYN",11234,40.608204,-73.920715,"(40.608204, -73.920715)","FLATBUSH AVENUE","AVENUE V",NA,0,2,0,0,0,0,0,2,"Unsafe Speed","Unspecified",NA,NA,NA,4147255,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"05/11/2019",17:25:00,"BROOKLYN",11216,40.67657,-73.94431,"(40.67657, -73.94431)","DEAN STREET","BROOKLYN AVENUE",NA,0,1,0,0,0,1,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4129647,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
"05/03/2019",17:06:00,"BROOKLYN",11233,40.679325,-73.9193,"(40.679325, -73.9193)","MACDOUGAL STREET","HOWARD AVENUE",NA,1,1,0,1,0,0,1,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4125112,"Box Truck",NA,NA,NA,NA
"05/17/2019",06:05:00,"BROOKLYN",11211,40.717743,-73.93679,"(40.717743, -73.93679)",NA,NA,"398       MORGAN AVENUE",0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4133336,"Tractor Truck Diesel",NA,NA,NA,NA
"05/21/2019",01:09:00,"QUEENS",11433,40.69917,-73.79953,"(40.69917, -73.79953)","LIBERTY AVENUE","157 STREET",NA,1,1,0,0,0,0,1,1,"Backing Unsafely","Unsafe Speed",NA,NA,NA,4135659,"Garbage or Refuse","Motorcycle",NA,NA,NA
"05/08/2019",16:07:00,"BROOKLYN",11236,40.62737,-73.89969,"(40.62737, -73.89969)","SEAVIEW AVENUE","EAST 80 STREET",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,4128180,"Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA
"05/02/2019",12:45:00,"BROOKLYN",11214,40.602455,-73.99929,"(40.602455, -73.99929)","BAY 25 STREET","BENSON AVENUE",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,4124445,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"05/25/2019",04:11:00,"MANHATTAN",10026,40.799458,-73.95154,"(40.799458, -73.95154)","WEST 112 STREET","LENOX AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4138529,"Sedan",NA,NA,NA,NA
"05/18/2019",16:10:00,"MANHATTAN",10013,40.720837,-73.997665,"(40.720837, -73.997665)","CENTRE STREET","BROOME STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4134167,"Taxi",NA,NA,NA,NA
"04/17/2019",13:26:00,"STATEN ISLAND",10312,40.52358,-74.187225,"(40.52358, -74.187225)","HYLAN BOULEVARD","IRVINGTON STREET",NA,0,1,0,0,0,0,0,1,"Illnes","Unspecified","Unspecified","Unspecified",NA,4116539,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA
"04/16/2019",08:41:00,"MANHATTAN",10031,40.828976,-73.9486,"(40.828976, -73.9486)","BROADWAY","WEST 149 STREET",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4116087,"Box Truck",NA,NA,NA,NA
"04/27/2019",10:53:00,"BROOKLYN",11220,40.639645,-74.008835,"(40.639645, -74.008835)","55 STREET","7 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4122020,"Box Truck",NA,NA,NA,NA
"04/11/2019",05:28:00,"QUEENS",11422,40.681656,-73.72783,"(40.681656, -73.72783)","LAURELTON PARKWAY",NA,NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4112826,"Motorcycle","Sedan",NA,NA,NA
"04/16/2019",01:04:00,"MANHATTAN",10040,40.854904,-73.92965,"(40.854904, -73.92965)","SAINT NICHOLAS AVENUE","WEST 190 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,4115535,"Sedan","Van","Stake or Rack",NA,NA
"04/06/2019",22:19:00,"QUEENS",11422,40.66563,-73.73921,"(40.66563, -73.73921)","BROOKVILLE BOULEVARD","SUNRISE HIGHWAY",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,4110549,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
"05/01/2019",05:40:00,"QUEENS",11368,40.74593,-73.8563,"(40.74593, -73.8563)","108 STREET","48 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4124965,"Pick-up Truck",NA,NA,NA,NA
"04/04/2019",18:53:00,"MANHATTAN",10280,40.71008,-74.01639,"(40.71008, -74.01639)","SOUTH END AVENUE","ALBANY STREET",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,4109052,"Bus",NA,NA,NA,NA
"04/17/2019",14:56:00,"QUEENS",11691,40.603573,-73.759315,"(40.603573, -73.759315)",NA,NA,"10-62     GIPSON STREET",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4116545,"Station Wagon/Sport Utility Vehicle","Bus",NA,NA,NA
"03/09/2019",13:27:00,"STATEN ISLAND",10312,40.544487,-74.176506,"(40.544487, -74.176506)","ANNADALE ROAD","ARDEN AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4093707,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/30/2019",16:21:00,"BROOKLYN",11234,40.62853,-73.9221,"(40.62853, -73.9221)","AVENUE J","EAST 56 STREET",NA,2,1,0,0,0,0,2,1,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,4105767,"Sedan","Sedan","Sedan",NA,NA
"03/10/2019",07:09:00,"QUEENS",11434,40.673233,-73.76394,"(40.673233, -73.76394)",NA,NA,"137-37    FARMERS BOULEVARD",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4094050,"Bus",NA,NA,NA,NA
"03/06/2019",16:18:00,"BROOKLYN",11229,40.605244,-73.941284,"(40.605244, -73.941284)",NA,NA,"2965      AVENUE S",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4092782,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/30/2019",05:25:00,"BROOKLYN",11207,40.660656,-73.885796,"(40.660656, -73.885796)","LINDEN BOULEVARD","VAN SICLEN AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4105602,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/04/2019",02:50:00,"QUEENS",11372,40.74694,-73.89051,"(40.74694, -73.89051)","ROOSEVELT AVENUE","75 STREET",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,4093743,"Bus",NA,NA,NA,NA
"03/24/2019",09:16:00,"BROOKLYN",11209,40.617443,-74.028404,"(40.617443, -74.028404)","92 STREET","GELSTON AVENUE",NA,0,1,0,0,0,0,0,1,"Illnes",NA,NA,NA,NA,4102924,"Sedan",NA,NA,NA,NA
"03/11/2019",18:00:00,"BRONX",10460,40.834915,-73.894135,"(40.834915, -73.894135)","WILKENS AVENUE","BOSTON ROAD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4095140,"Bus",NA,NA,NA,NA
"03/14/2019",07:52:00,"QUEENS",11101,40.74223,-73.95885,"(40.74223, -73.95885)","BORDEN AVENUE","2 STREET",NA,0,1,0,0,0,1,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4096754,"Sedan","Bike",NA,NA,NA
"03/22/2019",21:39:00,"MANHATTAN",10031,40.82269,-73.94947,"(40.82269, -73.94947)","AMSTERDAM AVENUE","WEST 141 STREET",NA,0,1,0,1,0,0,0,0,"Alcohol Involvement","Unspecified",NA,NA,NA,4101585,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"03/09/2019",17:37:00,"BROOKLYN",11206,40.711216,-73.94043,"(40.711216, -73.94043)","BUSHWICK AVENUE","MAUJER STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4094701,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"02/04/2019",05:50:00,"MANHATTAN",10036,40.759163,-73.988396,"(40.759163, -73.988396)","8 AVENUE","WEST 45 STREET",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4074720,"Tanker","Bike",NA,NA,NA
"02/05/2019",18:07:00,"QUEENS",11362,40.755985,-73.72724,"(40.755985, -73.72724)","251 STREET","63 AVENUE",NA,3,1,1,1,0,0,2,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4075437,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"02/28/2019",23:36:00,"BROOKLYN",11211,40.70801,-73.95673,"(40.70801, -73.95673)","BROADWAY","RODNEY STREET",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,4091103,"Tanker","Bike",NA,NA,NA
"02/28/2019",06:55:00,"MANHATTAN",10011,40.742863,-74.003975,"(40.742863, -74.003975)","9 AVENUE","WEST 17 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4088441,"Dump",NA,NA,NA,NA
"02/15/2019",05:48:00,"MANHATTAN",10016,40.747627,-73.976746,"(40.747627, -73.976746)","EAST 37 STREET","3 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4081177,"Tanker",NA,NA,NA,NA
"02/04/2019",16:28:00,"STATEN ISLAND",10306,40.55682,-74.13603,"(40.55682, -74.13603)","SOUTH RAILROAD AVENUE","JUSTIN AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4075416,"Sedan",NA,NA,NA,NA
"02/19/2019",08:00:00,"QUEENS",11385,40.712914,-73.917496,"(40.712914, -73.917496)",NA,NA,"1937      FLUSHING AVENUE",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4083761,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"02/14/2019",09:51:00,"BRONX",10473,40.825867,-73.84647,"(40.825867, -73.84647)","HAVEMEYER AVENUE","STORY AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4080764,"Bus",NA,NA,NA,NA
"02/18/2019",05:52:00,"QUEENS",11413,40.666405,-73.74538,"(40.666405, -73.74538)","NORTH CONDUIT AVENUE","230 PLACE",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded",NA,NA,NA,NA,4082805,"Sedan",NA,NA,NA,NA
"01/20/2019",04:07:00,"MANHATTAN",10032,40.833843,-73.94851,"(40.833843, -73.94851)","RIVERSIDE DRIVE","WEST 155 STREET",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified",NA,NA,NA,4058662,"Sedan","Sedan",NA,NA,NA
"01/26/2019",17:34:00,"BROOKLYN",11209,40.616077,-74.037384,"(40.616077, -74.037384)",NA,NA,"115       96 STREET",0,1,0,1,0,0,0,0,"Driverless/Runaway Vehicle",NA,NA,NA,NA,4069359,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/10/2019",18:18:00,"QUEENS",11374,40.725784,-73.87003,"(40.725784, -73.87003)",NA,NA,"62-42     WOODHAVEN BOULEVARD",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4064908,"Sedan",NA,NA,NA,NA
"01/14/2019",00:31:00,"BROOKLYN",11220,40.646637,-74.01589,"(40.646637, -74.01589)","3 AVENUE","52 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4060356,"Tractor Truck Diesel",NA,NA,NA,NA
"01/08/2019",06:36:00,"BRONX",10454,40.809105,-73.9229,"(40.809105, -73.9229)","WILLIS AVENUE","EAST 138 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4056490,"Dump",NA,NA,NA,NA
"01/29/2019",21:19:00,"MANHATTAN",10128,40.78268,-73.95327,"(40.78268, -73.95327)","EAST 91 STREET","LEXINGTON AVENUE",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4072984,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/15/2019",15:55:00,"QUEENS",11373,40.735634,-73.87602,"(40.735634, -73.87602)","QUEENS BOULEVARD","55 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4057104,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/19/2019",11:00:00,"QUEENS",11412,40.70663,-73.7666,"(40.70663, -73.7666)",NA,NA,"104-10    191 STREET",0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified","Unspecified","Unspecified","Unspecified",4058602,"Convertible","USPS","Sedan","Station Wagon/Sport Utility Vehicle","Sedan"
"01/26/2019",18:48:00,"BROOKLYN",11223,40.60438,-73.973976,"(40.60438, -73.973976)","KINGS HIGHWAY","VAN SICKLEN STREET",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4069339,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
"01/11/2019",15:09:00,"QUEENS",11106,40.763416,-73.92844,"(40.763416, -73.92844)","CRESCENT STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4066754,"Sedan",NA,NA,NA,NA
"01/25/2019",11:00:00,"QUEENS",11361,40.768536,-73.786705,"(40.768536, -73.786705)","33 AVENUE","202 STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4068862,"Sedan","Sedan",NA,NA,NA
"01/04/2019",03:55:00,"BROOKLYN",11208,40.668667,-73.868324,"(40.668667, -73.868324)","LINDEN BOULEVARD","CRESCENT STREET",NA,0,1,0,0,0,1,0,0,"Unsafe Speed","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,4061640,"Van","Bike",NA,NA,NA
"12/18/2018",06:45:00,"MANHATTAN",10021,40.77246,-73.96705,"(40.77246, -73.96705)","EAST 72 STREET","5 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4055926,"Sedan",NA,NA,NA,NA
"12/14/2018",00:52:00,"BROOKLYN",11208,40.674385,-73.87897,"(40.674385, -73.87897)","PITKIN AVENUE","ATKINS AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4056208,"Box Truck","Motorbike",NA,NA,NA
"12/19/2018",17:41:00,"STATEN ISLAND",10312,40.53759,-74.158844,"(40.53759, -74.158844)",NA,NA,"4143      RICHMOND AVENUE",1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,4048562,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/27/2022",07:19:00,"QUEENS",11691,40.60095,-73.753716,"(40.60095, -73.753716)",NA,NA,"601       BEACH 20 STREET",1,1,1,1,0,0,0,0,"Aggressive Driving/Road Rage",NA,NA,NA,NA,4559882,"Sedan",NA,NA,NA,NA
"12/11/2018",08:02:00,"BROOKLYN",11223,40.588223,-73.97168,"(40.588223, -73.97168)","WEST 2 STREET","AVENUE Y",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4055783,NA,NA,NA,NA,NA
"12/31/2018",12:44:00,"QUEENS",11372,40.749653,-73.88525,"(40.749653, -73.88525)","81 STREET","37 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4055911,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/16/2018",13:05:00,"BRONX",10465,40.819042,-73.81724,"(40.819042, -73.81724)","EAST TREMONT AVENUE","MILES AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4055924,"Sedan",NA,NA,NA,NA
"01/01/2019",05:59:00,"BROOKLYN",11232,40.661163,-74.00069,"(40.661163, -74.00069)","3 AVENUE","26 STREET",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Other Vehicular","Unspecified",NA,NA,4060483,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Bike",NA,NA
"12/25/2018",01:19:00,"QUEENS",11373,40.748062,-73.879845,"(40.748062, -73.879845)","ROOSEVELT AVENUE","ELBERTSON STREET",NA,0,1,0,0,0,0,0,1,"Illnes","Unspecified",NA,NA,NA,4056110,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"12/18/2018",16:01:00,"QUEENS",11414,40.659172,-73.839874,"(40.659172, -73.839874)","CROSS BAY BOULEVARD","159 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4047766,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/29/2018",07:23:00,"MANHATTAN",10013,40.722324,-74.01178,"(40.722324, -74.01178)","WEST STREET","LAIGHT STREET",NA,3,1,0,0,0,0,3,1,"Unsafe Speed","Alcohol Involvement","Unspecified","Unspecified","Unspecified",4056090,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Pick-up Truck"
"12/20/2018",19:31:00,"MANHATTAN",10013,40.71574,-74.00169,"(40.71574, -74.00169)","CENTRE STREET","LEONARD STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4049397,"Bus",NA,NA,NA,NA
"12/17/2018",06:20:00,"QUEENS",11373,40.734768,-73.87459,"(40.734768, -73.87459)","QUEENS BOULEVARD","56 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4046668,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/12/2018",06:58:00,"BROOKLYN",11218,40.63791,-73.97864,"(40.63791, -73.97864)","CORTELYOU ROAD","MC DONALD AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4056172,"Tractor Truck Diesel",NA,NA,NA,NA
"12/31/2018",17:24:00,"STATEN ISLAND",10314,40.612747,-74.12712,"(40.612747, -74.12712)","VICTORY BOULEVARD","WESTCOTT BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4060509,"Sedan",NA,NA,NA,NA
"11/23/2018",21:30:00,"QUEENS",11434,40.65616,-73.76736,"(40.65616, -73.76736)","ROCKAWAY BOULEVARD","BREWER BOULEVARD",NA,1,1,0,0,0,0,1,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4031649,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"12/04/2018",14:22:00,"BROOKLYN",11235,40.58977,-73.93792,"(40.58977, -73.93792)","AVENUE Z","BROWN STREET",NA,1,1,1,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4046437,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/28/2018",18:02:00,"QUEENS",11429,40.703712,-73.7496,"(40.703712, -73.7496)",NA,NA,"112-23    FRANCIS LEWIS BOULEVARD",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4034543,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/26/2018",17:32:00,"MANHATTAN",10028,40.780857,-73.958824,"(40.780857, -73.958824)","EAST 86 STREET","MADISON AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4043921,"Sedan",NA,NA,NA,NA
"11/15/2018",22:40:00,"QUEENS",11004,40.747433,-73.70811,"(40.747433, -73.70811)","264 STREET","79 AVENUE",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified","Unspecified","Unspecified",NA,4029286,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle","Sedan",NA
"11/15/2018",11:32:00,"MANHATTAN",10002,40.715034,-73.99681,"(40.715034, -73.99681)","BOWERY","BAYARD STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4034662,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/26/2018",18:45:00,"MANHATTAN",10002,40.715622,-73.994286,"(40.715622, -73.994286)","FORSYTH STREET","CANAL STREET",NA,6,1,6,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4055916,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/01/2018",11:37:00,"BRONX",10471,40.912468,-73.902596,"(40.912468, -73.902596)","WEST 263 STREET","RIVERDALE AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4036267,"Sedan",NA,NA,NA,NA
"11/03/2018",14:34:00,"QUEENS",11354,40.769096,-73.833664,"(40.769096, -73.833664)","FARRINGTON STREET","31 ROAD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4013263,"Pick-up Truck",NA,NA,NA,NA
